time_min,height_fraction,nmp_state,lock_fraction,stress_mpa,modulus_mpa
3,0.23770492,0.88062071,0.0030438872,2.559636e-06,0.02503471
3,0.25409836,0.87927783,0.003135802,2.5977684e-06,0.025264469
3,0.2704918,0.87783923,0.0032373403,2.6401608e-06,0.025522226
3,0.28688525,0.87630363,0.0033493427,2.6872705e-06,0.025811269
3,0.30327869,0.87466966,0.0034727633,2.7396327e-06,0.026135422
3,0.31967213,0.87293585,0.0036086851,2.7978752e-06,0.026499128
3,0.33606557,0.87110058,0.0037583382,2.8627366e-06,0.026907572
3,0.35245902,0.86916216,0.0039231212,2.9350875e-06,0.027366806
3,0.36885246,0.86711873,0.0041046269,3.0159578e-06,0.027883919
3,0.3852459,0.86496832,0.0043046713,3.1065694e-06,0.028467235
3,0.40163934,0.86270882,0.0045253292,3.2083775e-06,0.029126556
3,0.41803279,0.86033795,0.0047689755,3.3231216e-06,0.029873458
